video_id,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation,f4_sharpness,f4_brightness,f4_saturation,f5_sharpness,f5_brightness,f5_saturation
VIDEO_7176199071177215237,72.54,80.4,78.14,60.44,82.64,72.68,,,,,,,,,
VIDEO_7176549919933664517,39.63,148.31,63.19,6.95,144.15,63.61,,,,,,,,,
VIDEO_7176635190469512453,106.72,185.66,3.23,105.22,180.99,3.45,123.86,155.16,7.6,0.83,37.29,8.7,,,
VIDEO_7176917454893911301,87.3,173.62,61.56,87.0,175.32,58.22,84.74,153.9,41.18,373.62,126.68,93.81,76.54,178.38,46.88
VIDEO_7177404002508803334,188.39,106.9,54.86,178.52,105.96,54.81,101.12,84.86,80.33,373.91,108.72,58.56,,,
VIDEO_7177417414542429445,102.97,146.01,52.07,239.68,137.5,62.85,,,,,,,,,
VIDEO_7177655896699325702,51.55,157.61,63.92,47.05,159.72,62.79,,,,,,,,,
VIDEO_7178804187403259142,1.24,148.68,16.99,1.76,147.53,46.52,,,,,,,,,
VIDEO_7178872221375548677,554.14,144.37,83.94,369.86,141.52,89.7,473.01,140.83,89.59,181.73,139.08,91.78,120.46,160.77,35.17
VIDEO_7178897418107358469,145.09,58.84,205.09,195.93,148.46,62.11,349.84,131.4,70.85,,,,,,
VIDEO_7179319229924084997,109.5,161.9,9.58,111.06,161.28,9.72,,,,,,,,,
VIDEO_7179637090932509958,123.5,132.53,26.4,122.45,131.0,30.45,136.06,128.78,33.58,60.59,110.13,34.52,139.06,143.61,34.52
VIDEO_7179688144382512390,9.48,136.14,34.88,93.74,137.68,36.75,283.37,138.43,38.07,92.22,93.04,77.87,32.74,145.15,18.88
VIDEO_7180392341839105286,867.38,40.6,172.58,790.27,38.76,181.14,867.38,47.73,164.32,716.83,115.82,78.05,512.05,87.23,103.48
VIDEO_7180432290151959814,848.57,131.7,4.2,142.29,142.79,16.12,211.56,101.52,13.41,275.66,122.97,10.22,39.29,106.42,15.5
VIDEO_7180437054843538693,21.51,137.41,113.7,15.7,139.91,109.34,32.74,119.41,72.41,6.28,129.78,89.43,22.58,142.78,83.54
VIDEO_7181124364987895046,355.86,112.93,92.14,353.24,108.3,98.06,,,,,,,,,
VIDEO_7181547992061676805,157.08,70.08,0.16,905.87,133.43,0.12,1488.24,95.29,88.02,183.8,109.32,0.2,266.76,90.8,98.36
VIDEO_7182218891702127877,885.65,185.73,24.41,585.31,192.54,15.38,,,,,,,,,
VIDEO_7182978974253944069,522.19,148.23,57.71,464.07,146.91,57.46,,,,,,,,,
VIDEO_7182983364293430533,210.48,83.11,0.0,69.76,36.44,0.0,1057.54,90.9,0.0,2022.85,95.07,0.0,0.0,1.0,0.0
VIDEO_7183009043407965445,261.33,100.54,113.56,17.84,102.73,118.97,,,,,,,,,
VIDEO_7183332234605268250,995.77,157.91,37.18,1024.48,158.48,36.68,,,,,,,,,
VIDEO_7183477138249485594,51.4,36.94,110.15,46.42,19.96,100.96,49.83,11.04,64.12,56.9,25.81,78.37,47.98,29.7,146.61
VIDEO_7183681305203330309,186.5,74.85,85.34,215.58,64.71,86.08,197.18,74.96,146.93,253.68,63.99,77.16,272.66,54.97,81.32
VIDEO_7184090635018784005,58.83,192.4,20.69,53.42,191.92,21.09,53.23,192.82,21.37,32.29,165.72,46.7,72.48,126.8,78.66
VIDEO_7184457014217657606,180.7,155.69,39.43,100.2,154.29,41.82,196.3,180.53,40.86,,,,,,
VIDEO_7184459390143974662,760.9,115.85,32.93,759.95,110.13,35.95,,,,,,,,,
VIDEO_7184460864404229381,787.64,148.97,77.55,816.11,149.27,77.51,,,,,,,,,
VIDEO_7184475894335950085,61.73,140.26,37.91,44.75,141.45,28.97,,,,,,,,,
VIDEO_7184831364422814981,23.77,128.2,66.34,77.66,114.01,77.24,,,,,,,,,
VIDEO_7184844462525287685,66.27,62.41,117.32,65.85,63.48,115.52,,,,,,,,,
VIDEO_7185200340310969605,71.95,156.32,59.33,65.83,157.07,58.34,80.52,170.63,77.57,,,,,,
VIDEO_7185555102487416070,225.25,115.12,46.64,200.61,78.59,111.2,254.93,74.34,114.08,310.05,83.9,95.32,261.36,87.21,114.29
VIDEO_7185555796443270405,347.15,113.55,104.27,358.46,109.96,102.78,,,,,,,,,
VIDEO_7185872343988702470,61.96,107.24,15.32,246.51,170.55,16.97,282.76,135.28,36.95,286.98,139.54,0.03,66.04,123.11,167.29
VIDEO_7186344254921280773,306.73,112.99,55.8,94.34,87.36,96.33,120.9,125.5,61.38,54.64,110.31,65.31,40.76,110.01,81.18
VIDEO_7187436390131453190,481.65,112.81,43.25,409.38,109.86,48.52,1536.53,115.58,37.55,150.62,109.1,22.63,,,
VIDEO_7187448552354794758,1695.85,132.1,93.0,1250.93,131.72,96.42,1255.9,124.15,94.7,200.12,120.41,92.92,,,
VIDEO_7187762825270463750,244.1,111.21,132.03,293.08,107.74,147.75,,,,,,,,,
VIDEO_7187830945658031365,22.02,154.48,59.22,24.95,149.29,64.34,17.95,134.08,55.71,21.93,128.57,76.25,16.27,134.53,63.22
VIDEO_7188189006851575046,68.35,113.18,120.26,68.54,113.41,119.81,,,,,,,,,
VIDEO_7188587993752702213,166.05,42.28,178.08,157.1,45.69,169.19,150.06,110.35,85.14,108.21,152.73,48.43,,,
VIDEO_7189175939098561798,472.98,135.99,32.93,432.91,135.79,32.85,534.25,134.84,34.63,63.15,0.87,0.05,,,
VIDEO_7189528219425590534,222.82,124.69,77.37,773.98,136.7,49.72,98.51,132.16,60.17,100.43,120.91,59.28,56.02,135.21,55.42
VIDEO_7189927984172666118,29.99,143.49,119.28,25.18,135.93,127.0,,,,,,,,,
VIDEO_7189955800851320070,356.41,113.86,88.36,278.65,110.28,90.79,,,,,,,,,
VIDEO_7190283346373610757,659.99,108.39,87.53,472.69,107.02,87.71,,,,,,,,,
VIDEO_7190456972418862342,197.68,129.14,108.18,189.75,133.26,100.57,211.62,156.71,51.03,94.83,0.71,1.68,,,
VIDEO_7190655063470116101,345.65,135.8,100.53,262.4,120.55,109.75,,,,,,,,,
VIDEO_7191012677869702405,411.92,183.67,59.55,422.63,172.49,64.17,378.78,172.16,62.37,447.99,132.32,74.3,,,
VIDEO_7191515883330669830,416.95,167.96,61.52,479.72,159.46,72.88,111.5,137.39,118.59,246.87,165.83,62.46,301.87,170.66,65.66
VIDEO_7191848035784117510,229.6,98.98,77.24,248.42,103.38,73.54,206.09,128.32,102.92,294.72,133.36,75.92,,,
VIDEO_7191884217595219206,82.14,147.39,124.21,93.36,150.67,122.13,,,,,,,,,
VIDEO_7191896362630302981,336.56,118.42,57.15,307.4,111.65,58.1,,,,,,,,,
VIDEO_7192172787723783430,474.07,96.84,169.73,413.71,95.1,169.98,99.43,143.06,84.03,308.97,164.83,57.94,984.61,134.78,17.03
VIDEO_7192237337412177157,165.27,186.18,43.74,157.92,183.4,48.06,,,,,,,,,
VIDEO_7192254185969044742,286.54,132.45,141.19,290.84,131.98,141.48,,,,,,,,,
VIDEO_7192298503878577413,133.5,132.62,87.64,1.76,40.53,55.16,143.98,41.05,54.76,87.43,173.8,61.64,,,
VIDEO_7192617192850984198,71.69,82.33,89.98,63.17,96.26,76.16,,,,,,,,,
VIDEO_7192709681280781574,212.78,132.24,60.54,200.96,132.97,59.77,,,,,,,,,
VIDEO_7193034087660031237,791.07,153.3,25.62,693.96,153.39,25.54,,,,,,,,,
VIDEO_7193338808870456582,189.34,179.7,13.58,127.99,183.73,12.02,,,,,,,,,
VIDEO_7193751547749223685,142.98,166.08,61.34,119.08,159.4,71.43,,,,,,,,,
VIDEO_7193808719287766278,142.89,136.39,80.02,139.04,137.24,68.08,133.4,134.17,62.01,182.14,121.27,92.4,,,
VIDEO_7194484239583284486,360.53,178.01,44.05,180.14,169.58,41.85,382.5,159.06,47.56,132.81,161.83,49.55,,,
VIDEO_7194501630111272197,1929.19,136.94,73.92,1800.27,138.37,73.62,1114.71,137.8,73.46,1563.2,133.81,78.08,,,
VIDEO_7194859372227480838,249.21,101.93,102.09,198.26,110.4,110.93,197.51,108.87,113.56,180.5,121.27,66.42,,,
VIDEO_7195215450970606853,135.79,153.71,80.56,141.06,155.98,70.11,133.09,152.88,76.13,280.99,143.26,103.34,,,
VIDEO_7195225752541875462,67.45,171.77,48.1,89.52,172.96,44.97,,,,,,,,,
VIDEO_7195607365813636357,177.92,156.85,69.95,140.49,159.15,61.05,,,,,,,,,
VIDEO_7195937456271691014,588.98,126.6,42.57,574.34,122.11,41.94,356.17,105.19,44.06,749.92,109.39,50.9,443.53,124.82,72.3
VIDEO_7196211164093631749,31.67,57.67,71.96,260.2,66.8,63.46,,,,,,,,,
VIDEO_7196711667420384517,136.52,95.24,180.41,134.69,94.93,181.96,,,,,,,,,
VIDEO_7197080264625966341,488.61,120.38,86.73,556.28,110.12,61.85,14.48,161.75,26.79,270.98,147.95,46.6,,,
VIDEO_7197086542479854854,2857.39,120.96,109.23,2482.37,121.4,110.39,3103.13,122.51,108.11,3603.09,113.59,105.8,,,
VIDEO_7197445468585037062,518.68,158.52,77.16,582.33,159.43,73.55,577.01,157.9,78.04,148.68,136.43,131.0,,,
VIDEO_7197448084119506182,57.93,143.4,99.42,57.02,143.8,99.45,,,,,,,,,
VIDEO_7197470706416815365,86.27,142.46,74.31,150.92,151.84,63.41,175.49,151.25,43.11,,,,,,
VIDEO_7197824225988726021,347.01,152.98,51.2,331.22,152.64,49.63,,,,,,,,,
VIDEO_7198189694750838022,226.8,139.17,91.84,326.73,136.97,93.35,346.6,137.17,94.39,268.67,73.36,130.17,95.65,125.36,116.96
VIDEO_7198194674354457861,392.9,106.59,137.68,223.16,109.11,135.09,388.82,108.13,139.17,212.93,122.83,132.39,,,
VIDEO_7198558888940113158,200.48,131.98,112.9,195.14,129.82,114.34,386.41,154.05,73.48,241.25,124.56,94.01,237.38,126.75,109.84
VIDEO_7198831282984324358,130.76,148.21,51.33,135.29,135.45,54.87,,,,,,,,,
VIDEO_7198947136300403974,316.27,155.3,8.28,334.77,158.13,7.18,,,,,,,,,
VIDEO_7199338065867934982,1.13,12.03,38.78,6.49,12.47,40.35,246.5,74.09,96.92,0.0,0.0,0.0,,,
VIDEO_7199586123952311557,348.5,117.86,77.46,345.24,116.89,77.19,,,,,,,,,
VIDEO_7199677935949778181,392.96,108.62,101.53,601.13,112.33,100.51,349.41,144.18,52.16,525.09,136.54,42.4,462.47,147.4,45.17
VIDEO_7200056336321613062,276.25,117.53,104.1,284.73,117.76,103.76,,,,,,,,,
VIDEO_7200112331873897733,37.62,154.12,26.28,40.55,153.29,39.18,45.41,144.71,43.69,52.45,142.34,37.48,62.49,124.18,36.91
VIDEO_7200418269629582597,63.22,116.83,43.01,55.59,132.02,61.9,57.02,133.35,59.69,80.23,131.24,46.08,12.54,143.46,55.96
VIDEO_7201579247616494853,46.29,136.39,32.63,56.52,131.05,32.71,53.97,129.54,36.84,29.19,177.9,41.99,29.31,165.47,38.69
VIDEO_7201892299112992005,322.76,170.88,59.4,328.72,170.57,59.84,,,,,,,,,
VIDEO_7202277032938540294,707.33,145.97,106.12,419.25,140.73,99.84,,,,,,,,,
VIDEO_7202313398300724485,72.94,153.94,15.63,74.0,149.73,20.39,,,,,,,,,
VIDEO_7202617948983315717,4.37,84.24,90.81,100.99,106.83,81.04,65.38,105.92,82.57,170.53,96.22,78.65,15.11,183.33,11.29
VIDEO_7202909898219326725,152.29,114.46,119.94,128.96,115.3,118.73,63.91,128.89,79.42,,,,,,
VIDEO_7203019203857665286,467.63,108.33,171.6,474.29,108.21,171.72,478.04,108.19,171.82,426.67,139.19,64.14,,,
VIDEO_7203048812351327494,228.59,46.56,85.92,231.76,46.69,86.25,,,,,,,,,
VIDEO_7203684040606633222,504.64,127.82,73.94,517.27,116.57,90.08,,,,,,,,,
VIDEO_7203763760538897669,61.3,152.87,42.73,55.05,153.35,43.85,,,,,,,,,
VIDEO_7203810617180933382,5.1,132.44,127.33,2.76,132.27,129.39,77.66,94.47,47.99,,,,,,
VIDEO_7204395621468392709,349.68,122.76,83.21,385.26,107.27,105.78,,,,,,,,,
VIDEO_7204870147855748357,339.82,135.92,91.08,400.36,145.44,75.13,70.1,117.77,94.72,507.16,97.98,105.92,,,
VIDEO_7204874673367125254,47.15,124.47,55.31,24.46,128.31,55.61,,,,,,,,,
VIDEO_7204907848449527045,268.5,114.71,134.1,281.97,114.2,135.62,241.59,113.21,134.32,29.53,102.04,95.98,19.56,0.82,96.99
VIDEO_7205134218328902917,353.32,138.65,66.5,339.37,137.03,67.55,,,,,,,,,
VIDEO_7205617494143339782,479.02,127.06,84.13,349.46,124.19,94.41,202.79,135.24,83.73,318.34,125.1,88.6,318.72,141.46,77.26
VIDEO_7205658829403458821,8.94,107.93,109.51,5.56,102.47,115.89,9.38,112.98,89.73,2.6,103.13,107.37,7.57,111.59,67.72
VIDEO_7205961411942468870,319.91,111.51,106.17,112.38,107.82,109.96,92.65,74.13,52.7,344.13,116.18,88.72,50.71,83.76,104.09
VIDEO_7205976379370851589,343.3,120.25,63.63,388.31,117.06,57.94,313.9,119.51,57.53,126.61,128.36,68.32,,,
VIDEO_7206342637316607237,59.11,146.36,69.79,57.83,145.06,70.65,56.0,139.48,69.33,0.0,0.0,0.0,,,
VIDEO_7206417246502046981,54.96,127.49,57.12,89.63,124.66,67.44,115.82,114.66,79.83,397.35,108.78,104.6,,,
VIDEO_7206680972555750661,161.26,15.93,17.93,162.59,24.84,21.12,153.25,52.93,132.17,160.84,17.3,94.28,,,
VIDEO_7206682386531110149,579.46,135.8,83.4,560.93,100.57,88.9,831.97,139.05,51.8,,,,,,
VIDEO_7207350500419702022,301.88,120.58,79.42,320.86,119.03,79.27,,,,,,,,,
VIDEO_7207818125402852613,283.78,60.9,87.65,261.69,61.05,87.63,262.21,60.04,80.48,0.27,1.46,16.72,,,
VIDEO_7207842110316268805,78.11,114.98,31.94,78.75,115.44,32.43,,,,,,,,,
VIDEO_7207862806899592453,333.05,124.7,33.17,340.59,126.39,33.32,249.65,119.42,37.78,522.93,131.63,31.8,404.31,137.25,23.99
VIDEO_7208220006314773765,125.17,175.53,30.54,133.87,172.3,36.73,100.25,113.67,75.46,111.26,116.05,107.83,,,
VIDEO_7208539932422425861,2088.83,103.63,102.83,1796.88,103.99,113.39,,,,,,,,,
VIDEO_7208551637869268230,463.5,162.66,50.97,388.67,149.5,90.35,1473.89,152.1,36.98,756.45,150.78,52.65,624.16,165.04,67.34
VIDEO_7208566584535764250,348.38,145.46,31.46,328.24,130.23,38.93,,,,,,,,,
VIDEO_7208590550348434694,455.5,127.27,104.3,461.31,128.33,101.17,,,,,,,,,
VIDEO_7208839545989762309,160.86,160.97,56.22,224.26,159.89,54.02,233.75,135.36,61.75,119.06,134.53,66.24,198.05,151.04,47.38
VIDEO_7208933349933452550,262.63,142.2,53.89,275.98,142.84,53.89,297.26,145.0,55.56,197.54,13.66,34.53,,,
VIDEO_7208952610336820485,282.81,155.55,27.19,96.36,155.16,28.11,,,,,,,,,
VIDEO_7209259784263060742,149.22,174.54,44.31,363.85,158.74,31.48,161.24,174.22,39.89,127.27,167.39,41.48,,,
VIDEO_7209925340557348101,317.24,98.71,36.59,366.65,47.11,88.75,328.64,61.72,62.12,273.01,65.99,57.36,289.41,55.04,37.19
VIDEO_7210067304095173893,273.63,139.97,87.25,226.35,141.04,85.23,,,,,,,,,
VIDEO_7210074063765638406,777.89,127.11,55.66,791.34,125.93,56.11,,,,,,,,,
VIDEO_7210434710646836485,310.35,128.63,64.39,310.71,122.93,67.12,294.64,123.84,63.19,32.04,29.53,160.16,,,
VIDEO_7210751695771553030,325.74,103.07,47.02,296.36,106.55,51.94,,,,,,,,,
VIDEO_7210806075354811654,622.17,122.64,37.28,612.99,126.22,35.98,204.94,165.3,35.07,,,,,,
VIDEO_7210817231368785158,38.02,150.03,29.75,23.09,161.94,18.73,,,,,,,,,
VIDEO_7210834532591963398,362.66,118.88,113.56,333.86,121.39,109.95,89.73,136.07,89.18,91.11,149.45,40.43,114.55,127.48,85.98
VIDEO_7211130311667715334,1030.99,109.06,68.73,1027.56,110.12,69.85,,,,,,,,,
VIDEO_7211165738957163782,153.57,112.28,124.99,153.09,118.45,122.66,76.94,139.82,98.12,82.12,126.76,78.65,219.19,80.0,111.1
VIDEO_7211431817205878021,126.5,142.41,46.26,93.35,142.86,45.67,44.0,129.52,77.28,101.57,136.77,30.45,69.37,165.76,60.55
VIDEO_7211565992852475141,221.41,134.6,90.2,244.39,132.99,90.28,,,,,,,,,
VIDEO_7211932492914298118,48.32,114.61,124.55,125.3,105.79,141.12,30.63,171.21,30.01,28.45,127.14,126.22,46.24,172.63,53.27
VIDEO_7212344637523283205,177.35,52.65,214.01,166.11,52.1,217.97,137.15,60.18,180.74,156.78,25.05,227.49,,,
VIDEO_7212710657672678661,30.1,81.84,1.33,13.46,93.38,0.0,30.75,180.96,21.72,35.37,83.68,25.37,33.53,55.28,2.29
VIDEO_7213053350290459910,6.11,115.17,48.33,7.18,109.24,40.61,497.73,160.39,51.58,61.61,151.46,66.97,70.68,141.55,94.17
VIDEO_7213453348270378246,139.11,92.49,8.5,136.84,91.53,8.41,139.03,92.72,7.87,29.79,101.9,98.52,29.39,100.76,94.25
VIDEO_7213655175318211845,712.6,116.69,118.28,745.96,117.28,113.57,,,,,,,,,
VIDEO_7213794863630912773,477.47,171.14,44.69,468.23,170.73,43.14,,,,,,,,,
VIDEO_7213795540574735621,499.06,93.91,125.86,553.59,100.83,124.12,550.75,102.06,129.6,33.13,117.1,124.31,,,
VIDEO_7214113271018753285,528.78,157.28,63.83,493.12,157.15,67.22,499.22,148.6,72.61,323.32,57.32,101.24,312.9,88.06,104.33
VIDEO_7214396955810680069,281.17,145.5,61.8,304.84,144.43,61.93,,,,,,,,,
VIDEO_7214767845383900421,627.1,105.83,106.82,787.96,106.21,102.83,,,,,,,,,
VIDEO_7214862934139260166,307.1,115.96,101.71,310.07,115.39,99.82,23.06,112.62,122.63,38.93,144.5,66.8,120.47,150.31,18.03
VIDEO_7214886818368490758,1150.79,131.35,90.29,1109.43,136.74,83.08,,,,,,,,,
VIDEO_7215124561799449861,303.56,234.68,0.0,303.84,231.06,0.0,170.49,43.2,109.19,158.57,160.09,29.22,,,
VIDEO_7215238321247751430,39.59,131.72,97.89,47.52,125.18,102.36,61.63,137.67,71.44,492.92,104.8,86.59,356.6,157.86,65.22
VIDEO_7215252214514715909,344.49,137.13,58.75,337.5,137.2,55.98,339.98,136.9,51.42,346.99,110.31,134.59,,,
VIDEO_7215515219164990746,235.2,157.36,44.27,97.95,157.96,43.96,,,,,,,,,
VIDEO_7215611067286703366,225.88,108.54,86.38,387.25,119.6,94.82,359.82,118.9,97.24,168.95,113.4,75.99,195.19,113.25,78.19
VIDEO_7215656408069442822,1.28,215.18,8.67,1.46,215.49,7.81,0.41,38.41,0.73,240.88,214.81,15.7,,,
VIDEO_7216007272311344390,138.89,110.13,97.41,27.73,113.26,127.12,172.47,127.53,71.29,3.86,112.97,74.2,9.67,132.8,74.34
VIDEO_7216240671097736454,1.26,165.66,45.23,107.44,165.64,37.89,109.26,155.4,33.37,154.24,149.19,60.96,0.0,2.0,15.4
VIDEO_7216365794093976838,583.28,122.92,63.82,680.15,139.33,60.55,,,,,,,,,
VIDEO_7217463144069844230,289.66,135.54,55.3,73.08,131.29,108.12,243.96,133.93,145.33,416.47,136.27,57.93,565.05,131.33,69.16
VIDEO_7217888414631283995,152.05,138.57,47.65,124.34,133.79,51.24,290.23,111.22,60.93,86.71,187.54,31.12,75.33,44.82,218.33
VIDEO_7218219061707033882,1.28,138.25,24.61,1.45,136.55,20.73,1.38,128.16,16.64,13.58,130.86,29.88,,,
VIDEO_7218493650160897306,49.5,158.45,101.67,50.04,161.16,88.59,,,,,,,,,
VIDEO_7218857185764216069,216.28,95.64,177.49,6.1,93.1,35.71,56.63,94.13,33.78,29.63,95.15,68.85,106.05,97.13,39.19
VIDEO_7219294434465238298,243.57,46.68,214.69,245.74,46.97,214.03,186.45,49.1,198.77,223.65,42.42,207.83,243.75,53.2,239.69
VIDEO_7219646733901450502,230.69,157.92,54.82,248.69,157.87,49.62,383.71,139.36,60.3,247.91,140.09,57.78,74.69,117.44,90.33
VIDEO_7219686321739123974,150.13,161.04,59.82,149.41,160.85,60.43,,,,,,,,,
VIDEO_7220074643086904581,89.33,144.21,30.73,79.91,146.28,30.13,68.35,147.68,30.01,115.78,147.01,29.71,,,
VIDEO_7220765448000900357,1055.93,112.46,83.97,1047.42,110.7,84.17,,,,,,,,,
VIDEO_7221070563538717957,111.58,150.95,80.98,112.67,152.11,77.07,,,,,,,,,
VIDEO_7221177538855423258,248.58,116.28,80.47,84.84,143.86,73.13,,,,,,,,,
VIDEO_7221550036172213509,635.54,140.63,66.46,607.5,134.19,67.64,581.1,123.9,62.88,233.45,22.83,125.1,,,
VIDEO_7221552853356236037,593.55,129.94,37.6,602.31,128.46,37.88,583.24,124.84,38.74,599.33,128.45,48.17,565.45,118.58,53.7
VIDEO_7221875155184733445,449.63,82.67,95.45,430.0,82.92,94.95,,,,,,,,,
VIDEO_7221953102184779013,105.75,196.67,20.86,226.4,184.15,24.09,,,,,,,,,
VIDEO_7222319662787202310,120.41,78.37,95.82,98.35,83.19,89.2,,,,,,,,,
VIDEO_7223080468101483781,891.11,134.66,44.78,686.98,46.82,121.92,723.64,55.08,117.57,57.18,188.28,42.11,34.0,122.93,144.56
VIDEO_7223410372462611738,379.78,141.04,104.82,419.5,137.94,106.36,,,,,,,,,
VIDEO_7223430604547837210,973.01,138.44,37.46,954.97,130.11,31.62,,,,,,,,,
VIDEO_7224139299594194203,185.52,143.63,65.57,182.88,144.0,64.25,,,,,,,,,
VIDEO_7224177146263063835,1115.14,172.39,57.31,934.93,166.88,59.03,,,,,,,,,
VIDEO_7224426315074522395,492.23,131.34,59.17,349.77,170.94,50.47,512.67,149.54,54.77,191.37,47.9,95.11,168.09,128.93,134.52
VIDEO_7224934115089370395,68.32,119.79,77.6,57.31,118.73,78.04,61.63,118.31,77.72,7.58,113.17,103.83,,,
VIDEO_7225245362678762779,245.35,178.41,28.28,266.24,178.85,28.17,304.25,180.27,29.9,194.23,163.16,75.61,283.79,166.82,59.44
VIDEO_7225296808900152603,162.25,217.65,24.55,389.2,161.7,71.59,,,,,,,,,
VIDEO_7225632323146943771,337.79,121.97,112.42,93.88,122.82,115.02,48.73,113.54,120.72,86.56,121.86,88.42,33.0,135.02,109.06
VIDEO_7225641498249891099,420.97,64.07,113.93,419.92,64.95,112.0,,,,,,,,,
VIDEO_7226043488738069787,802.11,130.33,105.91,630.26,130.61,103.37,,,,,,,,,
VIDEO_7226428593075752218,214.69,138.52,192.16,212.84,156.4,141.12,227.76,187.87,71.52,6.36,95.06,206.32,4.29,72.9,218.63
VIDEO_7226711933150432538,440.13,160.49,53.51,122.52,44.03,177.51,323.51,168.79,73.56,,,,,,
VIDEO_7226734943869750555,499.33,122.29,213.5,265.23,121.94,218.66,260.97,110.51,132.65,349.38,101.03,136.55,293.3,119.2,142.62
VIDEO_7226766521719213338,666.24,138.52,107.35,302.87,137.83,105.19,12.47,87.24,98.34,,,,,,
VIDEO_7227138868447923482,478.96,99.87,105.76,331.03,109.42,89.45,302.09,128.58,66.47,3.55,65.26,82.3,,,
VIDEO_7227547227005209882,59.3,94.95,241.31,7.43,22.44,134.04,5.38,26.21,154.98,22.26,90.32,167.17,125.78,40.5,151.54
VIDEO_7227881339125583131,453.14,116.28,134.43,440.31,126.0,98.16,,,,,,,,,
VIDEO_7228647012009282842,1108.49,120.55,159.44,937.83,123.33,155.39,1033.64,120.29,154.82,926.94,121.57,114.28,629.7,116.77,114.99
VIDEO_7228975701066550554,1.26,125.59,98.77,1.34,123.39,95.91,,,,,,,,,
VIDEO_7228976565445512475,385.83,151.73,132.09,277.71,134.41,62.01,564.83,165.63,68.22,468.55,132.85,110.69,224.22,180.08,89.91
VIDEO_7229342870518385946,112.04,108.35,182.53,108.88,109.12,181.48,225.75,109.58,155.77,,,,,,
VIDEO_7229679892399426842,589.16,139.5,24.34,618.7,142.44,22.66,585.51,149.1,15.7,69.36,144.05,17.11,73.74,142.96,21.22
VIDEO_7230327665918512411,244.31,127.06,78.84,329.38,120.69,88.95,,,,,,,,,
VIDEO_7231163731080711450,0.0,0.0,0.0,343.65,82.67,88.14,382.29,89.91,87.99,0.05,0.01,3.96,,,
VIDEO_7231544878478445850,314.29,128.01,59.14,527.69,126.77,60.76,,,,,,,,,
VIDEO_7231978849448381722,1421.27,133.75,108.8,1075.27,136.61,96.44,,,,,,,,,
VIDEO_7233097610821700890,118.23,103.73,205.06,108.21,82.45,155.81,,,,,,,,,
VIDEO_7233472157588753691,212.24,126.11,60.57,307.36,131.67,60.93,405.67,125.39,61.56,195.35,131.98,57.81,307.82,153.69,35.19
VIDEO_7233784589523717402,1.0,8.93,33.5,2.28,30.82,97.67,3.65,67.49,201.16,3.74,63.44,198.18,,,
VIDEO_7234190958772882715,73.78,39.66,74.7,131.85,77.39,117.57,198.91,117.38,151.44,100.84,246.2,4.71,352.26,114.8,109.09
VIDEO_7234782434531839258,116.06,79.4,90.98,103.26,61.61,188.83,108.39,70.3,95.16,316.0,76.25,157.98,112.18,81.96,104.37
VIDEO_7235266120414924058,242.82,104.38,85.17,151.04,93.98,77.97,90.97,112.14,73.9,,,,,,
VIDEO_7235651777805290778,24.63,103.06,156.86,52.33,105.78,146.19,33.59,75.23,76.49,296.06,172.38,34.88,119.61,153.02,63.1
VIDEO_7236043111128894747,170.65,218.9,36.89,169.08,217.22,35.87,299.62,132.79,98.63,349.65,139.55,66.74,139.83,163.04,42.98
VIDEO_7236382869650689306,138.54,112.08,110.46,140.85,109.46,112.4,,,,,,,,,
VIDEO_7236674356540165402,225.19,98.55,56.65,220.02,101.26,55.11,,,,,,,,,
VIDEO_7236760874646637851,148.16,86.33,71.89,199.81,72.8,90.15,,,,,,,,,
VIDEO_7237120496020573467,593.63,128.91,86.54,590.76,126.23,88.92,538.72,118.76,99.36,539.45,140.32,83.81,,,
VIDEO_7237511650532773146,720.8,131.8,85.92,687.55,134.07,85.48,,,,,,,,,
VIDEO_7237872414581935386,243.7,95.26,102.18,237.76,91.5,97.51,245.92,99.59,61.97,,,,,,
VIDEO_7238235896724704538,375.35,93.98,112.17,376.21,93.75,116.32,388.03,105.24,93.31,274.16,6.11,55.74,,,
VIDEO_7238653863794887962,162.47,113.79,101.15,144.89,114.85,100.55,,,,,,,,,
VIDEO_7238904736253054234,388.46,133.85,64.38,391.51,132.46,67.84,476.81,128.41,70.1,56.56,126.13,79.86,182.85,153.04,91.64
VIDEO_7239344688006728986,205.9,106.78,39.15,156.5,115.69,35.41,124.93,88.62,52.1,103.49,104.45,59.93,93.71,101.8,104.62
VIDEO_7239729661788359962,240.36,137.77,42.3,48.13,142.3,41.51,,,,,,,,,
VIDEO_7239735340737498395,119.38,92.23,180.23,125.31,93.67,180.52,,,,,,,,,
VIDEO_7239748390974704922,186.01,119.32,84.59,188.11,122.29,85.53,11.21,85.26,230.38,2.31,110.35,221.95,83.93,141.25,55.94
VIDEO_7241209133540609307,280.14,109.29,82.46,273.48,108.72,82.91,271.71,108.62,83.35,1059.78,126.91,123.53,,,
VIDEO_7241878874672385306,840.82,105.31,128.13,593.22,110.27,131.65,,,,,,,,,
VIDEO_7241956873698577691,486.55,130.37,45.54,416.3,130.51,45.13,184.97,106.47,135.79,156.92,116.62,40.57,1235.85,115.35,150.59
VIDEO_7242237385772240155,308.69,139.32,59.78,300.26,136.35,59.99,303.21,138.51,58.32,267.32,4.6,6.48,,,
