,video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
466,VIDEO_7245283945619655963,108,125,76,0.42973214285714284,38,47,39,0.39514880952380954,155,180,200,0.17511904761904762
467,VIDEO_7239748390974704922,170,172,188,0.4068452380952381,15,197,190,0.18857142857142858,51,76,90,0.40458333333333335
468,VIDEO_7226711933150432538,158,162,127,0.2586607142857143,226,227,227,0.37638392857142855,38,58,47,0.36495535714285715
469,VIDEO_7202909898219326725,105,133,160,0.2823809523809524,161,171,184,0.4705357142857143,51,76,122,0.24708333333333332
470,VIDEO_7192172787723783430,120,151,185,0.2982440476190476,211,213,220,0.34958333333333336,54,80,108,0.35217261904761904
471,VIDEO_7148719596487363845,174,180,192,0.49410714285714286,35,35,41,0.185,98,105,114,0.32089285714285715
472,VIDEO_7510326060676975894,198,167,147,0.321547619047619,66,33,30,0.33726190476190476,154,75,61,0.3411904761904762
473,VIDEO_7494590607797554454,38,48,62,0.3183035714285714,85,124,170,0.46383928571428573,195,205,218,0.21785714285714286
474,VIDEO_7494205664135236886,134,135,141,0.16455357142857144,206,219,235,0.6147321428571428,55,52,55,0.22071428571428572
475,VIDEO_7483554122663234838,48,103,177,0.37192857142857144,25,43,68,0.15446428571428572,207,215,227,0.47360714285714284
476,VIDEO_7475642830430522646,142,140,136,0.2514732142857143,63,60,59,0.31870535714285714,211,214,217,0.4298214285714286
477,VIDEO_7471186366500539670,68,59,61,0.14125,186,198,208,0.7390357142857142,133,133,140,0.11971428571428572
478,VIDEO_7467520617160396054,161,145,134,0.33422619047619045,65,46,41,0.2538095238095238,206,211,218,0.4119642857142857
479,VIDEO_7464890614258158870,219,220,224,0.5155059523809524,72,60,60,0.29288690476190476,148,142,142,0.19160714285714286
480,VIDEO_7463516081081027862,200,196,193,0.29932142857142857,47,44,52,0.34689285714285717,100,127,163,0.35378571428571426
481,VIDEO_7460568175726398742,63,36,39,0.3935119047619048,202,203,203,0.287797619047619,135,134,138,0.3186904761904762
482,VIDEO_7458380266004843798,203,209,218,0.6374489795918368,89,82,87,0.09517857142857143,164,166,175,0.26737244897959184
483,VIDEO_7456101045601570070,27,37,47,0.1302232142857143,187,186,201,0.32848214285714283,119,129,149,0.5412946428571429
484,VIDEO_7453132168940915991,91,127,170,0.49489285714285713,42,45,59,0.1707857142857143,177,186,199,0.33432142857142855
485,VIDEO_7453016788465454358,55,51,53,0.17654761904761904,177,181,186,0.6433035714285714,121,118,118,0.18014880952380952
486,VIDEO_7452742967695002902,67,118,189,0.40717261904761903,174,174,185,0.2970833333333333,52,67,112,0.2957440476190476
487,VIDEO_7444856032486116630,113,105,107,0.20540178571428572,47,39,39,0.5674107142857143,183,186,197,0.2271875
488,VIDEO_7439301301864877344,214,215,223,0.4733630952380952,61,48,50,0.31967261904761907,138,129,129,0.2069642857142857
489,VIDEO_7397696022975188257,133,138,113,0.35468253968253965,72,70,62,0.3491666666666667,209,206,200,0.29615079365079366
490,VIDEO_7395222817677085985,153,186,218,0.46401785714285715,41,42,37,0.19913690476190476,108,122,82,0.3368452380952381
491,VIDEO_7384844059896057120,27,25,15,0.5018452380952381,202,217,231,0.19351190476190477,110,123,113,0.30464285714285716
492,VIDEO_7384476119744974112,118,133,118,0.3233214285714286,212,209,195,0.1970357142857143,47,61,46,0.47964285714285715
493,VIDEO_7384098121715813664,124,117,104,0.2475,31,33,31,0.43294642857142857,175,186,206,0.31955357142857144
494,VIDEO_7379994182741429536,199,183,167,0.33657738095238093,55,30,18,0.2925892857142857,161,112,65,0.37083333333333335
495,VIDEO_7371436708778315041,95,108,55,0.47291666666666665,140,147,160,0.20913690476190477,42,46,37,0.3179464285714286
496,VIDEO_7369882061445926177,63,98,47,0.4323214285714286,38,43,27,0.48575892857142855,190,196,160,0.08191964285714286
497,VIDEO_7361717788299250976,80,96,119,0.269375,132,179,228,0.5336160714285715,24,22,26,0.19700892857142857
498,VIDEO_7351084194061126945,54,52,55,0.24599489795918367,194,204,218,0.5165816326530612,129,126,127,0.2374234693877551
499,VIDEO_7343665662876781856,35,40,54,0.26353571428571426,178,196,217,0.46585714285714286,89,122,165,0.2706071428571429
500,VIDEO_7333568243367431456,144,154,169,0.10808035714285714,61,69,84,0.0684375,183,193,209,0.8234821428571428
501,VIDEO_7332865581789629729,123,91,70,0.32389285714285715,204,188,173,0.18339285714285714,47,25,15,0.4927142857142857
502,VIDEO_7332521954538245408,73,125,177,0.56325,196,200,205,0.24135714285714285,36,38,43,0.19539285714285715
503,VIDEO_7325764964172467489,116,107,102,0.18571428571428572,37,24,21,0.3857738095238095,186,192,200,0.42851190476190476
504,VIDEO_7282668264617004321,123,145,164,0.4155229591836735,69,68,48,0.3436862244897959,204,210,218,0.2407908163265306
505,VIDEO_7273016085954317600,193,184,168,0.26114795918367345,53,55,46,0.3936224489795918,121,120,95,0.3452295918367347
506,VIDEO_7261658279900744987,166,186,218,0.3923809523809524,38,39,24,0.36104166666666665,124,117,110,0.24657738095238096
507,VIDEO_7259307845332602139,70,79,51,0.35577380952380955,149,155,88,0.40735119047619045,207,204,168,0.236875
508,VIDEO_7252374564108274970,69,133,182,0.19047619047619047,97,95,52,0.5761904761904761,196,191,195,0.23333333333333334
509,VIDEO_7252271385467161882,104,99,103,0.34669642857142857,16,21,21,0.3803125,227,213,218,0.27299107142857143
510,VIDEO_7251996103178997018,170,166,131,0.4185714285714286,66,63,42,0.44307142857142856,82,158,233,0.13835714285714285
511,VIDEO_7249813717225950490,65,57,41,0.36700396825396825,135,117,80,0.3427777777777778,193,177,145,0.29021825396825396
512,VIDEO_7249677053153283354,182,182,179,0.3322420634920635,64,56,51,0.30087301587301585,131,116,103,0.3668849206349206
513,VIDEO_7249312172956732698,235,237,241,0.2913541666666667,154,137,128,0.4180952380952381,66,59,56,0.29055059523809523
514,VIDEO_7246805127942737178,139,128,92,0.38160714285714287,146,175,209,0.29678571428571426,56,52,40,0.32160714285714287
515,VIDEO_7246672390841715995,54,44,42,0.24030357142857142,165,166,168,0.4819107142857143,133,114,105,0.2777857142857143
516,VIDEO_7246343164108295450,69,45,29,0.3908482142857143,200,202,209,0.18513392857142857,94,118,145,0.42401785714285717
517,VIDEO_7246301041979886875,79,71,57,0.2770714285714286,210,209,218,0.35485714285714287,149,154,159,0.36807142857142855
518,VIDEO_7245182525016935707,115,137,91,0.38166666666666665,48,64,22,0.397202380952381,189,201,207,0.22113095238095237
519,VIDEO_7244559099352976666,4,6,8,0.4343452380952381,192,208,225,0.4030952380952381,130,126,116,0.16255952380952382
520,VIDEO_7242237385772240155,180,175,177,0.42428571428571427,2,1,1,0.35845238095238097,74,79,65,0.21726190476190477
521,VIDEO_7241878874672385306,180,204,213,0.21922619047619046,58,68,27,0.4328571428571429,120,140,67,0.34791666666666665
522,VIDEO_7236674356540165402,164,164,171,0.35892857142857143,39,38,35,0.40710714285714283,120,110,104,0.2339642857142857
523,VIDEO_7221070563538717957,240,235,235,0.18696428571428572,104,90,67,0.3391071428571429,145,173,202,0.4739285714285714
524,VIDEO_7216240671097736454,196,189,206,0.39549107142857143,32,37,41,0.40017857142857144,118,136,166,0.20433035714285713
525,VIDEO_7216007272311344390,66,43,35,0.37923469387755104,206,186,180,0.24778061224489795,149,110,94,0.372984693877551
526,VIDEO_7215611067286703366,202,201,215,0.28904761904761905,122,137,162,0.35220238095238093,65,62,67,0.35875
527,VIDEO_7210806075354811654,92,106,135,0.25669642857142855,43,48,59,0.17729166666666665,182,186,201,0.5660119047619048
528,VIDEO_7205961411942468870,92,122,166,0.3085357142857143,205,206,216,0.31985714285714284,23,33,48,0.37160714285714286
529,VIDEO_7205134218328902917,22,30,31,0.2016326530612245,190,190,201,0.5788775510204082,82,98,126,0.21948979591836734
530,VIDEO_7191896362630302981,56,49,47,0.47185714285714286,115,118,129,0.31735714285714284,188,192,215,0.2107857142857143
531,VIDEO_7190655063470116101,44,60,89,0.12321428571428572,184,187,206,0.3360119047619048,74,110,157,0.5407738095238095
532,VIDEO_7176549919933664517,87,71,54,0.3329761904761905,227,222,227,0.28101190476190474,153,131,118,0.3860119047619048
533,VIDEO_7164417550791494918,31,49,76,0.46267857142857144,172,164,189,0.3341581632653061,132,87,77,0.20316326530612244
534,VIDEO_7163942959916895493,41,59,45,0.28077380952380954,248,242,244,0.4394642857142857,157,145,136,0.27976190476190477
535,VIDEO_7161307348827426053,229,222,219,0.45203571428571426,80,64,51,0.3617142857142857,154,135,120,0.18625
536,VIDEO_7158890098770119942,39,40,44,0.46589285714285716,192,185,187,0.1988095238095238,97,99,103,0.33529761904761907
537,VIDEO_7152911692282809606,33,52,68,0.12263392857142857,176,179,193,0.3929017857142857,58,113,152,0.48446428571428574
538,VIDEO_7137955446320565510,48,37,21,0.2708163265306123,224,203,185,0.28377551020408165,131,103,76,0.44540816326530613
539,VIDEO_7125703838497131781,111,108,93,0.31760714285714287,188,177,191,0.44442857142857145,40,44,23,0.2379642857142857
540,VIDEO_7115325407318052102,77,178,205,0.20779761904761904,82,89,26,0.5703571428571429,163,203,220,0.2218452380952381
541,VIDEO_7114675214583155973,61,43,34,0.35046428571428573,199,190,198,0.4800357142857143,153,112,113,0.1695
542,VIDEO_7114309168302984454,135,125,113,0.46264285714285713,47,26,18,0.3068214285714286,218,219,221,0.2305357142857143
543,VIDEO_7110099088661548293,109,130,163,0.345,89,95,40,0.47964285714285715,181,182,181,0.17535714285714285
544,VIDEO_7107863534549110022,186,189,202,0.42595238095238097,30,32,19,0.33827380952380953,123,104,97,0.23577380952380952
545,VIDEO_7096387117462359302,65,88,17,0.5797321428571428,208,178,17,0.38627976190476193,169,203,216,0.03398809523809524
546,VIDEO_7094149805496159494,188,201,202,0.25997448979591836,138,123,103,0.4003826530612245,59,40,40,0.33964285714285714
547,VIDEO_7091569180054490373,211,208,219,0.21142857142857144,88,87,61,0.3661785714285714,123,142,161,0.4223928571428571
548,VIDEO_7085631257542954246,146,173,229,0.23952380952380953,51,51,44,0.43714285714285717,128,126,106,0.3233333333333333
549,VIDEO_7080545682058169605,49,73,119,0.24669642857142857,196,190,196,0.5158928571428572,54,48,36,0.23741071428571428
550,VIDEO_7076134412487855366,206,190,183,0.14529761904761904,40,31,22,0.41619047619047617,136,103,80,0.43851190476190477
551,VIDEO_7072774694214044934,86,106,144,0.41725,175,172,176,0.3012142857142857,45,62,91,0.2815357142857143
552,VIDEO_7070176633931549958,105,99,117,0.48529761904761903,186,180,194,0.1986904761904762,52,51,73,0.31601190476190477
553,VIDEO_7069805338601606406,189,191,210,0.5939880952380953,78,70,74,0.21729166666666666,131,131,143,0.1887202380952381
554,VIDEO_7067959925141474565,32,38,55,0.29325,112,124,161,0.5435,181,192,222,0.16325
555,VIDEO_7067578500101803269,175,179,185,0.3867857142857143,44,67,82,0.37754464285714284,88,117,135,0.23566964285714287
556,VIDEO_7057846707651939590,48,46,59,0.2522767857142857,202,203,210,0.2809375,114,135,157,0.4667857142857143
557,VIDEO_7051617295818362117,181,186,205,0.47095238095238096,151,157,174,0.39130952380952383,86,88,105,0.13773809523809524
558,VIDEO_7040071170363788550,188,181,200,0.7176785714285714,140,132,150,0.0825,167,158,176,0.19982142857142857
559,VIDEO_7036282180816932102,235,218,216,0.4305059523809524,63,62,65,0.22080357142857143,167,154,153,0.3486904761904762
560,VIDEO_6944298636553604358,229,214,204,0.2845238095238095,56,38,29,0.34770833333333334,176,145,118,0.36776785714285715
561,VIDEO_6943534360066804998,38,52,72,0.18049107142857143,230,228,237,0.49464285714285716,121,146,180,0.32486607142857143
562,VIDEO_6940187794534960389,216,217,230,0.5724107142857143,47,46,51,0.2611160714285714,140,148,161,0.1664732142857143
563,VIDEO_6919872357288971521,40,45,62,0.17660714285714285,191,186,200,0.46438775510204083,85,102,140,0.3590051020408163
564,VIDEO_7597370054556011798,11,9,10,0.45867857142857144,217,119,122,0.2654642857142857,101,70,77,0.27585714285714286
565,VIDEO_7591860205567151382,74,111,155,0.4198928571428571,177,182,188,0.26575,20,56,94,0.31435714285714284
566,VIDEO_7590299923803884803,99,119,152,0.3620238095238095,164,181,211,0.37535714285714283,40,47,66,0.26261904761904764
567,VIDEO_7587833111010954518,175,196,213,0.4108928571428571,85,123,159,0.4743452380952381,41,39,44,0.11476190476190476
568,VIDEO_7587702184708558102,79,33,45,0.2547857142857143,199,208,227,0.6063571428571428,141,133,144,0.13885714285714285
569,VIDEO_7586610643130764566,79,105,137,0.5347767857142857,200,203,203,0.1977232142857143,37,55,80,0.2675
570,VIDEO_7580401530428394775,131,131,127,0.341875,29,36,49,0.3275297619047619,199,205,199,0.3305952380952381
571,VIDEO_7579238923172547842,170,177,183,0.4173809523809524,76,83,89,0.27166666666666667,228,231,231,0.310952380952381
572,VIDEO_7572235624627899670,49,49,67,0.25139285714285714,200,191,189,0.3530357142857143,100,98,117,0.3955714285714286
573,VIDEO_7572223162520177942,136,130,116,0.4042410714285714,62,60,59,0.4273214285714286,189,193,190,0.1684375
574,VIDEO_7572210786991344918,25,17,18,0.5107908163265306,218,197,180,0.2175765306122449,104,86,77,0.27163265306122447
575,VIDEO_7572210750937107734,113,91,80,0.3028571428571429,225,205,187,0.22755102040816327,31,22,21,0.4695918367346939
576,VIDEO_7569964600523853078,180,193,212,0.32385714285714284,62,85,124,0.3637142857142857,117,138,171,0.31242857142857144
577,VIDEO_7565230748026899734,156,164,172,0.47639880952380953,54,52,55,0.15967261904761904,192,201,211,0.36392857142857143
578,VIDEO_7558085942557347094,165,164,155,0.14007142857142857,207,208,198,0.7898214285714286,101,93,88,0.07010714285714285
579,VIDEO_7556260834817723670,62,59,51,0.4388214285714286,209,221,229,0.3798214285714286,156,165,177,0.18135714285714286
580,VIDEO_7555760932794764566,44,25,19,0.49389285714285713,217,218,223,0.28825,165,101,55,0.21785714285714286
581,VIDEO_7554403190200945942,119,123,127,0.10664285714285714,45,44,36,0.42657142857142855,176,186,197,0.4667857142857143
582,VIDEO_7553663983383858454,147,178,211,0.5084821428571429,82,79,64,0.20851190476190476,148,138,108,0.2830059523809524
583,VIDEO_7549175046128831766,157,143,111,0.259047619047619,142,172,199,0.4741666666666667,78,76,64,0.2667857142857143
584,VIDEO_7547707789863406870,129,148,122,0.4607589285714286,177,192,172,0.42544642857142856,59,73,58,0.11379464285714286
585,VIDEO_7542515768215211286,131,165,200,0.38089285714285714,59,68,74,0.2964030612244898,123,132,108,0.3227040816326531
586,VIDEO_7538370537211432214,110,130,139,0.34135714285714286,46,48,51,0.2185,164,189,206,0.44014285714285717
587,VIDEO_7538076349500689666,65,74,48,0.1655952380952381,136,147,121,0.4068452380952381,155,193,234,0.42755952380952383
588,VIDEO_7535840388725378306,134,196,229,0.3213988095238095,120,129,106,0.34538690476190476,39,51,56,0.33321428571428574
589,VIDEO_7529912051498552598,65,61,47,0.44723214285714286,126,120,105,0.35220238095238093,200,198,186,0.20056547619047618
590,VIDEO_7528398053666016534,199,186,177,0.43535714285714283,63,55,44,0.18244047619047618,93,105,128,0.38220238095238096
591,VIDEO_7523190975850679554,134,154,130,0.3842857142857143,87,96,75,0.3800595238095238,190,208,219,0.2356547619047619
592,VIDEO_7518400955877199127,117,148,188,0.4330952380952381,65,78,50,0.23616071428571428,205,204,201,0.33074404761904763
593,VIDEO_7517305745210232086,65,67,27,0.3176428571428571,136,147,105,0.4251785714285714,186,196,203,0.2571785714285714
594,VIDEO_7516934430083091734,196,206,210,0.3211428571428571,147,152,132,0.3692857142857143,74,78,55,0.30957142857142855
595,VIDEO_7515834191922072854,126,125,115,0.2839285714285714,58,60,61,0.4265625,185,190,202,0.28950892857142857
596,VIDEO_7514700901009886486,133,146,139,0.2030357142857143,55,67,54,0.33982142857142855,194,203,220,0.45714285714285713
597,VIDEO_7512478582627732758,128,136,91,0.22339285714285714,198,200,205,0.39254464285714286,76,84,37,0.3840625
598,VIDEO_7508723396641852694,145,156,99,0.4268571428571429,77,78,42,0.38257142857142856,207,210,199,0.19057142857142856
599,VIDEO_7506824474902433026,189,180,186,0.3039880952380952,57,66,51,0.31464285714285717,118,122,111,0.3813690476190476
600,VIDEO_7500939642972212502,9,10,9,0.3463839285714286,90,97,80,0.37120535714285713,164,177,189,0.2824107142857143
601,VIDEO_7491219464474856727,155,169,188,0.6838095238095238,95,132,179,0.2610119047619048,55,73,104,0.05517857142857143
602,VIDEO_7486043762590895382,171,180,198,0.39788690476190475,78,112,168,0.4105357142857143,22,29,48,0.19157738095238094
603,VIDEO_7483888039303843094,63,86,141,0.1912797619047619,85,130,195,0.37080357142857145,168,177,199,0.4379166666666667
604,VIDEO_7483430893965626646,194,189,190,0.33557539682539683,114,133,155,0.48876984126984124,22,48,67,0.1756547619047619
605,VIDEO_7479068329584364823,73,107,165,0.3066785714285714,39,49,71,0.07975,153,163,182,0.6135714285714285
606,VIDEO_7477287305078934786,130,139,154,0.3200595238095238,196,194,195,0.4452380952380952,57,80,111,0.23470238095238094
607,VIDEO_7475273206497086742,53,89,128,0.28073979591836734,134,161,189,0.36160714285714285,217,222,227,0.3576530612244898
608,VIDEO_7474850979473640726,183,190,201,0.6543452380952381,49,51,56,0.07261904761904762,142,149,166,0.27303571428571427
609,VIDEO_7473874393719000342,125,135,153,0.21785714285714286,192,199,206,0.3586607142857143,70,84,106,0.42348214285714286
610,VIDEO_7467999174936644886,191,196,206,0.40232142857142855,61,71,91,0.3753125,133,140,154,0.22236607142857143
611,VIDEO_7467185543240109345,97,119,160,0.5006071428571428,144,175,214,0.43164285714285716,46,53,72,0.06775
612,VIDEO_7466084820825787680,157,170,183,0.7521938775510204,68,73,82,0.11961734693877552,113,118,128,0.12818877551020408
613,VIDEO_7465291116045208865,178,190,210,0.5476275510204082,125,134,152,0.2951785714285714,53,61,75,0.1571938775510204
614,VIDEO_7464875419959921952,177,191,214,0.8515625,63,71,85,0.07227678571428571,111,121,139,0.07616071428571429
615,VIDEO_7459384907962305825,214,212,217,0.36111607142857144,61,64,88,0.3654910714285714,135,138,154,0.27339285714285716
616,VIDEO_7447515391426825504,198,208,217,0.4579464285714286,45,54,64,0.2819940476190476,139,146,153,0.2600595238095238
617,VIDEO_7444957131670949142,85,99,125,0.35482142857142857,15,13,23,0.28524553571428574,134,169,210,0.3599330357142857
618,VIDEO_7444192177149742358,119,128,147,0.2586785714285714,194,198,205,0.4044642857142857,56,69,88,0.33685714285714285
619,VIDEO_7439254923365059873,59,59,63,0.22826530612244897,190,206,228,0.586045918367347,114,121,134,0.18568877551020407
620,VIDEO_7437476740533865761,59,84,126,0.37021103896103896,179,191,211,0.3255844155844156,113,135,171,0.30420454545454545
621,VIDEO_7431201197672975648,87,95,112,0.1615625,186,201,227,0.5757142857142857,229,238,251,0.26272321428571427
622,VIDEO_7429721456851864864,43,48,44,0.3374553571428571,198,200,198,0.33982142857142855,135,136,116,0.32272321428571427
623,VIDEO_7426709076924484897,104,104,93,0.32667857142857143,157,181,216,0.3681785714285714,55,51,39,0.30514285714285716
624,VIDEO_7425904564697632032,201,208,198,0.5988928571428571,56,58,54,0.10146428571428572,165,157,145,0.29964285714285716
625,VIDEO_7415546238927523104,61,69,47,0.31692857142857145,132,145,103,0.4595714285714286,215,212,186,0.2235
626,VIDEO_7402923905754746145,37,40,36,0.29347222222222225,150,173,208,0.46416666666666667,127,124,90,0.2423611111111111
627,VIDEO_7401059521860209952,149,158,107,0.40410714285714283,58,66,45,0.40523809523809523,138,174,224,0.1906547619047619
628,VIDEO_7400010201476123937,188,198,172,0.25583333333333336,113,150,210,0.4421825396825397,82,98,85,0.30198412698412697
629,VIDEO_7396981634572078369,45,67,59,0.23991071428571428,51,139,134,0.5441964285714286,159,197,224,0.21589285714285714
630,VIDEO_7396708038398266656,193,195,207,0.3364285714285714,58,48,57,0.33553571428571427,142,140,147,0.32803571428571426
631,VIDEO_7394757283214806305,113,118,117,0.23541666666666666,42,44,36,0.4993452380952381,184,194,211,0.2652380952380952
632,VIDEO_7393953054967581985,81,99,72,0.3531547619047619,138,159,184,0.29446428571428573,137,155,75,0.3523809523809524
633,VIDEO_7393260705048268065,49,106,185,0.46898809523809526,94,89,70,0.3542261904761905,166,176,187,0.1767857142857143
634,VIDEO_7392879054988397856,76,86,74,0.3860119047619048,78,126,188,0.36157738095238096,170,179,189,0.25241071428571427
635,VIDEO_7388136382436281633,127,137,95,0.3325714285714286,140,173,217,0.39917857142857144,34,39,31,0.26825
636,VIDEO_7385258008760028448,125,144,89,0.3767142857142857,174,193,217,0.25407142857142856,55,74,27,0.3692142857142857
637,VIDEO_7382840415893998880,72,84,62,0.3304532967032967,190,197,212,0.3045879120879121,124,135,137,0.3649587912087912
638,VIDEO_7381446389819018529,237,242,242,0.10870535714285715,83,89,62,0.5641964285714286,177,181,178,0.3270982142857143
639,VIDEO_7369943098031443233,92,94,101,0.3789732142857143,208,198,194,0.33464285714285713,38,38,44,0.2863839285714286
640,VIDEO_7357327030335114528,108,122,143,0.2948660714285714,188,195,204,0.5246875,38,40,48,0.18044642857142856
641,VIDEO_7355500880721939744,137,152,175,0.22942857142857143,69,90,126,0.41910714285714284,190,200,214,0.35146428571428573
642,VIDEO_7354375095868984608,103,120,149,0.33208333333333334,35,45,64,0.1688095238095238,156,171,196,0.49910714285714286
643,VIDEO_7350265065762819360,32,50,87,0.1535267857142857,164,173,194,0.5045535714285714,60,98,160,0.3419196428571429
644,VIDEO_7348433044216253729,205,206,212,0.6620357142857143,95,113,167,0.29410714285714284,72,71,84,0.04385714285714286
645,VIDEO_7345082142235413793,65,86,129,0.2423809523809524,165,173,189,0.5084821428571429,101,126,171,0.24913690476190475
646,VIDEO_7344271684406349088,73,86,122,0.3653896103896104,194,196,218,0.3941883116883117,162,164,188,0.24042207792207793
647,VIDEO_7342531903209114913,55,83,126,0.3402197802197802,197,205,220,0.24771978021978022,123,144,179,0.4120604395604396
648,VIDEO_7342403362714914080,196,200,213,0.34364285714285714,69,78,102,0.41714285714285715,145,151,167,0.2392142857142857
649,VIDEO_7340682108735671584,193,209,228,0.39208333333333334,57,71,86,0.09178571428571429,160,175,194,0.5161309523809524
650,VIDEO_7338384626773216545,111,130,158,0.12232142857142857,187,196,205,0.7258441558441558,54,73,103,0.15183441558441557
651,VIDEO_7337687297132973344,63,71,87,0.09839285714285714,151,159,174,0.5784642857142858,118,125,141,0.3231428571428571
652,VIDEO_7337328365147295009,74,30,48,0.26026785714285716,194,196,207,0.4003125,116,100,124,0.3394196428571429
653,VIDEO_7336662438282120481,74,96,145,0.24071428571428571,21,29,55,0.33370535714285715,112,157,230,0.42558035714285714
654,VIDEO_7336480513269583136,101,105,126,0.24794642857142857,165,165,180,0.6320535714285714,21,21,33,0.12
655,VIDEO_7336193209883839776,226,230,235,0.8523214285714286,55,51,47,0.11178571428571428,151,145,137,0.03589285714285714
656,VIDEO_7335348681832418593,163,164,171,0.3660357142857143,39,69,120,0.4213571428571429,199,199,205,0.21260714285714286
657,VIDEO_7335020484637068576,167,177,200,0.17112244897959183,21,29,48,0.20975765306122449,74,96,146,0.6191198979591837
658,VIDEO_7333604507793853728,209,214,220,0.9667857142857142,167,168,156,0.026785714285714284,70,74,67,0.0064285714285714285
659,VIDEO_7332775399883033888,67,20,121,0.20324404761904763,15,9,17,0.7425595238095238,144,121,130,0.05419642857142857
660,VIDEO_7332156358902500640,211,216,223,0.8941964285714286,61,62,61,0.05455357142857143,159,160,157,0.05125
661,VIDEO_7331017914612567329,44,86,148,0.23577380952380952,95,123,180,0.6995238095238095,187,192,210,0.06470238095238096
662,VIDEO_7329087770905840928,117,136,164,0.3711607142857143,206,219,233,0.1465625,135,154,181,0.4822767857142857
663,VIDEO_7327632037437820193,47,127,208,0.6270238095238095,34,104,179,0.35428571428571426,155,175,203,0.01869047619047619
664,VIDEO_7326887540705873185,196,199,205,0.6678869047619047,44,59,82,0.12235119047619047,148,153,162,0.20976190476190476
665,VIDEO_7324339550283664672,147,161,184,0.8330059523809524,29,39,54,0.044642857142857144,84,94,111,0.12235119047619047
666,VIDEO_7323194315415588129,195,194,198,0.3178125,126,130,142,0.393125,40,65,109,0.2890625
667,VIDEO_7322866542985710881,32,53,84,0.20808035714285714,180,186,195,0.40982142857142856,92,113,144,0.3820982142857143
668,VIDEO_7321969929564065057,115,106,110,0.2841369047619048,207,185,169,0.18191964285714285,59,56,70,0.5339434523809524
669,VIDEO_7318769443222359329,12,78,144,0.5819047619047619,202,211,202,0.31351190476190477,68,83,95,0.10458333333333333
670,VIDEO_7318026666939256096,126,130,146,0.32357142857142857,46,55,64,0.1431547619047619,162,165,181,0.5332738095238095
671,VIDEO_7317653042533305633,189,194,202,0.44125,144,149,158,0.49638392857142855,40,35,36,0.06236607142857143
672,VIDEO_7317290713673190688,198,204,209,0.3568571428571429,92,122,155,0.35375,30,77,121,0.2893928571428571
673,VIDEO_7316431760194096416,38,46,71,0.17836309523809524,126,161,212,0.43601190476190477,159,195,241,0.385625
674,VIDEO_7314335987033738528,60,100,159,0.530952380952381,187,191,201,0.39375,19,27,46,0.07529761904761904
675,VIDEO_7314256868556213537,184,184,185,0.7627232142857143,114,113,113,0.14285714285714285,55,50,49,0.09441964285714285
676,VIDEO_7310606511775026464,99,98,100,0.3350595238095238,169,170,178,0.4373214285714286,25,29,33,0.2276190476190476
677,VIDEO_7308389510113512737,28,5,45,0.5288571428571428,88,21,157,0.40735714285714286,189,139,223,0.06378571428571428
678,VIDEO_7306457226254781729,206,197,208,0.4750595238095238,70,64,70,0.22613095238095238,139,131,139,0.2988095238095238
679,VIDEO_7304693853758491936,37,56,80,0.24771428571428572,193,207,215,0.29328571428571426,70,125,158,0.459
680,VIDEO_7302352085796916513,185,185,186,0.2980714285714286,69,66,70,0.40817857142857145,132,128,128,0.29375
681,VIDEO_7297157611294706976,153,167,191,0.7396938775510205,36,36,36,0.15658163265306121,93,99,109,0.10372448979591836
682,VIDEO_7296501143700606241,106,133,165,0.4692857142857143,197,207,213,0.35450892857142857,37,46,69,0.17620535714285715
683,VIDEO_7277906809787059489,212,146,64,0.44105357142857143,76,30,21,0.3903392857142857,220,232,220,0.16860714285714284
684,VIDEO_7261564389075995930,207,209,218,0.25388392857142855,121,118,124,0.46239583333333334,55,38,51,0.2837202380952381
685,VIDEO_7261562285791956251,117,117,122,0.4079464285714286,49,38,47,0.2998469387755102,197,202,215,0.29220663265306124
686,VIDEO_7261499359819336986,70,9,8,0.6260416666666667,241,186,157,0.034761904761904765,163,28,7,0.33919642857142857
687,VIDEO_7215238321247751430,50,68,103,0.1974702380952381,217,218,224,0.4875297619047619,126,145,171,0.315
688,VIDEO_7211565992852475141,47,60,86,0.3018452380952381,184,194,214,0.23142857142857143,89,116,163,0.46672619047619046
689,VIDEO_7202617948983315717,200,199,206,0.39569940476190474,48,46,61,0.35139880952380953,115,96,106,0.25290178571428573
690,VIDEO_7199586123952311557,228,228,229,0.1824107142857143,71,85,107,0.4201785714285714,146,152,160,0.3974107142857143
691,VIDEO_7195225752541875462,131,145,175,0.4195714285714286,217,217,221,0.2657857142857143,171,177,197,0.31464285714285717
692,VIDEO_7193338808870456582,199,199,195,0.4884375,140,145,153,0.21714285714285714,178,179,179,0.29441964285714284
693,VIDEO_7192237337412177157,151,169,193,0.4692857142857143,221,226,232,0.3581547619047619,81,133,174,0.1725595238095238
694,VIDEO_7182218891702127877,133,149,164,0.2642857142857143,226,226,225,0.5234821428571429,71,93,117,0.21223214285714287
695,VIDEO_7179637090932509958,58,56,61,0.3810357142857143,230,219,218,0.28732142857142856,141,129,135,0.33164285714285713
696,VIDEO_7173707401302920453,104,95,101,0.470875,196,194,205,0.22569642857142858,26,16,22,0.30342857142857144
697,VIDEO_7169948893805825285,214,218,222,0.482827380952381,72,122,169,0.30122023809523807,146,162,177,0.21595238095238095
